"id","species","site","lday","bday","chilling","warm","photo","treatcode","risk"
"ACEPEN01_HF_01","ACEPEN","HF",43,13,2,15,12,"CL2",30
"ACEPEN01_HF_02","ACEPEN","HF",52,15,1,15,8,"CS1",37
"ACEPEN01_HF_03","ACEPEN","HF",48,20,0,15,12,"CL0",28
"ACEPEN01_HF_04","ACEPEN","HF",41,24,2,20,8,"WS2",17
"ACEPEN01_HF_05","ACEPEN","HF",34,18,0,20,8,"WS0",16
"ACEPEN01_HF_06","ACEPEN","HF",NA,17,2,15,8,"CS2",NA
"ACEPEN01_HF_07","ACEPEN","HF",27,14,2,20,12,"WL2",13
"ACEPEN01_HF_08","ACEPEN","HF",26,26,0,20,12,"WL0",0
"ACEPEN01_HF_10","ACEPEN","HF",68,33,0,15,8,"CS0",35
"ACEPEN01_HF_11","ACEPEN","HF",38,13,1,20,12,"WL1",25
"ACEPEN01_HF_12","ACEPEN","HF",37,13,1,15,12,"CL1",24
"ACEPEN02_HF_01","ACEPEN","HF",44,9,1,15,8,"CS1",35
"ACEPEN02_HF_02","ACEPEN","HF",40,20,0,15,12,"CL0",20
"ACEPEN02_HF_03","ACEPEN","HF",NA,13,2,15,8,"CS2",NA
"ACEPEN02_HF_04","ACEPEN","HF",68,21,0,15,8,"CS0",47
"ACEPEN02_HF_05","ACEPEN","HF",NA,NA,0,20,12,"WL0",NA
"ACEPEN02_HF_06","ACEPEN","HF",40,27,0,20,8,"WS0",13
"ACEPEN02_HF_07","ACEPEN","HF",37,13,2,15,12,"CL2",24
"ACEPEN02_HF_09","ACEPEN","HF",NA,14,2,20,12,"WL2",NA
"ACEPEN02_HF_10","ACEPEN","HF",50,24,2,20,8,"WS2",26
"ACEPEN02_HF_11","ACEPEN","HF",24,8,1,20,12,"WL1",16
"ACEPEN02_HF_12","ACEPEN","HF",30,8,1,15,12,"CL1",22
"ACEPEN03_HF_01","ACEPEN","HF",NA,13,2,15,8,"CS2",NA
"ACEPEN03_HF_02","ACEPEN","HF",33,13,0,20,12,"WL0",20
"ACEPEN03_HF_03","ACEPEN","HF",31,13,2,20,8,"WS2",18
"ACEPEN03_HF_04","ACEPEN","HF",40,20,0,15,12,"CL0",20
"ACEPEN03_HF_05","ACEPEN","HF",30,8,1,15,12,"CL1",22
"ACEPEN03_HF_06","ACEPEN","HF",68,21,0,15,8,"CS0",47
"ACEPEN03_HF_08","ACEPEN","HF",24,3,1,20,12,"WL1",21
"ACEPEN03_HF_09","ACEPEN","HF",36,20,2,20,12,"WL2",16
"ACEPEN03_HF_10","ACEPEN","HF",40,18,0,20,8,"WS0",22
"ACEPEN03_HF_11","ACEPEN","HF",50,13,2,15,12,"CL2",37
"ACEPEN03_HF_12","ACEPEN","HF",NA,3,1,15,8,"CS1",NA
"ACEPEN04_HF_01","ACEPEN","HF",27,14,2,20,12,"WL2",13
"ACEPEN04_HF_02","ACEPEN","HF",48,20,0,15,12,"CL0",28
"ACEPEN04_HF_03","ACEPEN","HF",68,18,0,20,8,"WS0",50
"ACEPEN04_HF_05","ACEPEN","HF",37,3,1,15,12,"CL1",34
"ACEPEN04_HF_06","ACEPEN","HF",NA,21,0,15,8,"CS0",NA
"ACEPEN04_HF_07","ACEPEN","HF",NA,NA,2,15,8,"CS2",NA
"ACEPEN04_HF_08","ACEPEN","HF",44,9,1,15,8,"CS1",35
"ACEPEN04_HF_09","ACEPEN","HF",31,13,2,20,8,"WS2",18
"ACEPEN04_HF_10","ACEPEN","HF",31,8,1,20,12,"WL1",23
"ACEPEN04_HF_11","ACEPEN","HF",29,13,0,20,12,"WL0",16
"ACEPEN04_HF_12","ACEPEN","HF",NA,13,2,15,12,"CL2",NA
"ACEPEN04_SH_01","ACEPEN","SH",NA,14,2,20,12,"WL2",NA
"ACEPEN04_SH_02","ACEPEN","SH",42,13,0,20,12,"WL0",29
"ACEPEN04_SH_03","ACEPEN","SH",43,13,2,15,12,"CL2",30
"ACEPEN04_SH_04","ACEPEN","SH",NA,15,1,15,8,"CS1",NA
"ACEPEN04_SH_05","ACEPEN","SH",40,18,0,20,8,"WS0",22
"ACEPEN04_SH_06","ACEPEN","SH",37,13,1,15,12,"CL1",24
"ACEPEN04_SH_07","ACEPEN","SH",NA,13,2,15,8,"CS2",NA
"ACEPEN04_SH_08","ACEPEN","SH",31,13,1,20,12,"WL1",18
"ACEPEN04_SH_09","ACEPEN","SH",50,24,2,20,8,"WS2",26
"ACEPEN04_SH_11","ACEPEN","SH",68,21,0,15,8,"CS0",47
"ACEPEN04_SH_12","ACEPEN","SH",54,32,0,15,12,"CL0",22
"ACEPEN06_SH_01","ACEPEN","SH",33,18,0,20,12,"WL0",15
"ACEPEN06_SH_02","ACEPEN","SH",27,20,2,20,12,"WL2",7
"ACEPEN06_SH_03","ACEPEN","SH",40,18,0,20,8,"WS0",22
"ACEPEN06_SH_04","ACEPEN","SH",82,21,0,15,8,"CS0",61
"ACEPEN06_SH_05","ACEPEN","SH",44,13,2,15,8,"CS2",31
"ACEPEN06_SH_06","ACEPEN","SH",51,8,1,15,12,"CL1",43
"ACEPEN06_SH_07","ACEPEN","SH",44,9,1,15,8,"CS1",35
"ACEPEN06_SH_08","ACEPEN","SH",NA,8,1,20,12,"WL1",NA
"ACEPEN06_SH_09","ACEPEN","SH",30,13,2,15,12,"CL2",17
"ACEPEN06_SH_10","ACEPEN","SH",48,20,0,15,12,"CL0",28
"ACEPEN06_SH_11","ACEPEN","SH",NA,13,2,20,8,"WS2",NA
"ACEPEN07_SH_01","ACEPEN","SH",NA,23,1,15,8,"CS1",NA
"ACEPEN07_SH_02","ACEPEN","SH",41,24,2,20,8,"WS2",17
"ACEPEN07_SH_03","ACEPEN","SH",NA,16,2,15,12,"CL2",NA
"ACEPEN07_SH_04","ACEPEN","SH",NA,13,1,20,12,"WL1",NA
"ACEPEN07_SH_05","ACEPEN","SH",82,39,0,15,8,"CS0",43
"ACEPEN07_SH_07","ACEPEN","SH",61,32,0,15,12,"CL0",29
"ACEPEN07_SH_08","ACEPEN","SH",NA,14,2,20,12,"WL2",NA
"ACEPEN07_SH_09","ACEPEN","SH",40,27,0,20,8,"WS0",13
"ACEPEN07_SH_10","ACEPEN","SH",NA,17,2,15,8,"CS2",NA
"ACEPEN07_SH_11","ACEPEN","SH",NA,17,1,15,12,"CL1",NA
"ACEPEN07_SH_12","ACEPEN","SH",42,26,0,20,12,"WL0",16
"ACEPEN08_SH_01","ACEPEN","SH",56,27,0,20,8,"WS0",29
"ACEPEN08_SH_02","ACEPEN","SH",57,13,1,15,12,"CL1",44
"ACEPEN08_SH_03","ACEPEN","SH",82,32,0,15,12,"CL0",50
"ACEPEN08_SH_04","ACEPEN","SH",NA,13,2,15,8,"CS2",NA
"ACEPEN08_SH_05","ACEPEN","SH",52,15,1,15,8,"CS1",37
"ACEPEN08_SH_06","ACEPEN","SH",82,39,0,15,8,"CS0",43
"ACEPEN08_SH_07","ACEPEN","SH",50,13,2,15,12,"CL2",37
"ACEPEN08_SH_09","ACEPEN","SH",31,13,1,20,12,"WL1",18
"ACEPEN08_SH_10","ACEPEN","SH",27,14,2,20,12,"WL2",13
"ACEPEN08_SH_11","ACEPEN","SH",41,24,2,20,8,"WS2",17
"ACEPEN08_SH_12","ACEPEN","SH",39,18,0,20,12,"WL0",21
"ACEPEN09_SH_01","ACEPEN","SH",44,9,1,15,8,"CS1",35
"ACEPEN09_SH_02","ACEPEN","SH",52,13,2,15,8,"CS2",39
"ACEPEN09_SH_03","ACEPEN","SH",NA,13,0,20,12,"WL0",NA
"ACEPEN09_SH_04","ACEPEN","SH",40,18,0,20,8,"WS0",22
"ACEPEN09_SH_05","ACEPEN","SH",48,20,0,15,12,"CL0",28
"ACEPEN09_SH_06","ACEPEN","SH",NA,14,2,20,12,"WL2",NA
"ACEPEN09_SH_07","ACEPEN","SH",68,33,0,15,8,"CS0",35
"ACEPEN09_SH_08","ACEPEN","SH",41,13,2,20,8,"WS2",28
"ACEPEN09_SH_10","ACEPEN","SH",30,8,1,15,12,"CL1",22
"ACEPEN09_SH_11","ACEPEN","SH",37,13,2,15,12,"CL2",24
"ACEPEN09_SH_12","ACEPEN","SH",38,13,1,20,12,"WL1",25
"ACEPEN11_HF_01","ACEPEN","HF",41,24,2,20,8,"WS2",17
"ACEPEN11_HF_02","ACEPEN","HF",37,13,2,15,12,"CL2",24
"ACEPEN11_HF_03","ACEPEN","HF",31,13,1,20,12,"WL1",18
"ACEPEN11_HF_04","ACEPEN","HF",68,33,0,15,8,"CS0",35
"ACEPEN11_HF_05","ACEPEN","HF",36,14,2,20,12,"WL2",22
"ACEPEN11_HF_06","ACEPEN","HF",39,6,0,20,12,"WL0",33
"ACEPEN11_HF_07","ACEPEN","HF",NA,26,0,20,8,"WS0",NA
"ACEPEN11_HF_08","ACEPEN","HF",44,17,2,15,8,"CS2",27
"ACEPEN11_HF_09","ACEPEN","HF",30,13,1,15,12,"CL1",17
"ACEPEN11_HF_11","ACEPEN","HF",NA,23,1,15,8,"CS1",NA
"ACEPEN11_HF_12","ACEPEN","HF",48,32,0,15,12,"CL0",16
"ACEPEN11_SH_01","ACEPEN","SH",41,24,2,20,8,"WS2",17
"ACEPEN11_SH_02","ACEPEN","SH",NA,17,1,15,12,"CL1",NA
"ACEPEN11_SH_03","ACEPEN","SH",31,8,1,20,12,"WL1",23
"ACEPEN11_SH_04","ACEPEN","SH",50,13,2,15,12,"CL2",37
"ACEPEN11_SH_05","ACEPEN","SH",48,20,0,15,12,"CL0",28
"ACEPEN11_SH_07","ACEPEN","SH",NA,15,1,15,8,"CS1",NA
"ACEPEN11_SH_08","ACEPEN","SH",52,13,2,15,8,"CS2",39
"ACEPEN11_SH_09","ACEPEN","SH",NA,26,0,20,12,"WL0",NA
"ACEPEN11_SH_10","ACEPEN","SH",NA,27,2,20,12,"WL2",NA
"ACEPEN11_SH_11","ACEPEN","SH",68,33,0,15,8,"CS0",35
"ACEPEN11_SH_12","ACEPEN","SH",43,26,0,20,8,"WS0",17
"ACEPEN12_HF_01","ACEPEN","HF",33,26,0,20,12,"WL0",7
"ACEPEN12_HF_02","ACEPEN","HF",48,20,0,15,12,"CL0",28
"ACEPEN12_HF_03","ACEPEN","HF",43,8,1,15,12,"CL1",35
"ACEPEN12_HF_04","ACEPEN","HF",68,33,0,15,8,"CS0",35
"ACEPEN12_HF_05","ACEPEN","HF",NA,13,2,15,12,"CL2",NA
"ACEPEN12_HF_06","ACEPEN","HF",40,18,0,20,8,"WS0",22
"ACEPEN12_HF_07","ACEPEN","HF",NA,14,2,20,12,"WL2",NA
"ACEPEN12_HF_08","ACEPEN","HF",50,24,2,20,8,"WS2",26
"ACEPEN12_HF_10","ACEPEN","HF",52,9,1,15,8,"CS1",43
"ACEPEN12_HF_11","ACEPEN","HF",31,8,1,20,12,"WL1",23
"ACEPEN12_HF_12","ACEPEN","HF",NA,17,2,15,8,"CS2",NA
"ACERUB05_SH_01","ACERUB","SH",52,44,1,15,8,"CS1",8
"ACERUB05_SH_02","ACERUB","SH",43,30,2,15,12,"CL2",13
"ACERUB05_SH_03","ACERUB","SH",56,31,2,20,8,"WS2",25
"ACERUB05_SH_04","ACERUB","SH",68,56,0,20,8,"WS0",12
"ACERUB05_SH_05","ACERUB","SH",44,30,2,15,8,"CS2",14
"ACERUB05_SH_06","ACERUB","SH",NA,20,2,20,12,"WL2",NA
"ACERUB05_SH_07","ACERUB","SH",68,54,0,15,12,"CL0",14
"ACERUB05_SH_08","ACERUB","SH",82,68,0,15,8,"CS0",14
"ACERUB05_SH_09","ACERUB","SH",NA,NA,1,20,12,"WL1",NA
"ACERUB05_SH_10","ACERUB","SH",NA,NA,0,20,12,"WL0",NA
"ACERUB05_SH_11","ACERUB","SH",37,22,1,15,12,"CL1",15
"ACERUB06_SH_01","ACERUB","SH",NA,22,1,15,12,"CL1",NA
"ACERUB06_SH_02","ACERUB","SH",31,17,1,20,12,"WL1",14
"ACERUB06_SH_03","ACERUB","SH",34,27,0,20,8,"WS0",7
"ACERUB06_SH_04","ACERUB","SH",NA,39,0,15,8,"CS0",NA
"ACERUB06_SH_05","ACERUB","SH",NA,43,0,15,12,"CL0",NA
"ACERUB06_SH_06","ACERUB","SH",NA,NA,2,20,12,"WL2",NA
"ACERUB06_SH_07","ACERUB","SH",50,13,2,15,12,"CL2",37
"ACERUB06_SH_08","ACERUB","SH",NA,23,1,15,8,"CS1",NA
"ACERUB06_SH_09","ACERUB","SH",NA,39,0,20,12,"WL0",NA
"ACERUB06_SH_10","ACERUB","SH",NA,23,2,15,8,"CS2",NA
"ACERUB06_SH_11","ACERUB","SH",56,24,2,20,8,"WS2",32
"ACERUB07_SH_01","ACERUB","SH",30,13,1,15,12,"CL1",17
"ACERUB07_SH_02","ACERUB","SH",33,18,0,20,12,"WL0",15
"ACERUB07_SH_03","ACERUB","SH",44,13,2,15,8,"CS2",31
"ACERUB07_SH_04","ACERUB","SH",48,32,0,15,12,"CL0",16
"ACERUB07_SH_06","ACERUB","SH",37,16,2,15,12,"CL2",21
"ACERUB07_SH_07","ACERUB","SH",31,13,2,20,8,"WS2",18
"ACERUB07_SH_08","ACERUB","SH",36,14,2,20,12,"WL2",22
"ACERUB07_SH_09","ACERUB","SH",24,13,1,20,12,"WL1",11
"ACERUB07_SH_10","ACERUB","SH",68,33,0,15,8,"CS0",35
"ACERUB07_SH_11","ACERUB","SH",NA,29,0,20,8,"WS0",NA
"ACERUB07_SH_12","ACERUB","SH",44,15,1,15,8,"CS1",29
"ACERUB08_SH_01","ACERUB","SH",NA,13,1,20,12,"WL1",NA
"ACERUB08_SH_02","ACERUB","SH",43,29,0,20,8,"WS0",14
"ACERUB08_SH_03","ACERUB","SH",47,33,0,20,12,"WL0",14
"ACERUB08_SH_04","ACERUB","SH",36,14,2,20,12,"WL2",22
"ACERUB08_SH_05","ACERUB","SH",31,24,2,20,8,"WS2",7
"ACERUB08_SH_06","ACERUB","SH",30,16,2,15,12,"CL2",14
"ACERUB08_SH_07","ACERUB","SH",30,13,1,15,12,"CL1",17
"ACERUB08_SH_08","ACERUB","SH",NA,23,1,15,8,"CS1",NA
"ACERUB08_SH_09","ACERUB","SH",44,23,2,15,8,"CS2",21
"ACERUB08_SH_11","ACERUB","SH",61,34,0,15,12,"CL0",27
"ACERUB08_SH_12","ACERUB","SH",75,33,0,15,8,"CS0",42
"ACERUB09_SH_01","ACERUB","SH",NA,23,2,15,12,"CL2",NA
"ACERUB09_SH_02","ACERUB","SH",75,53,0,15,8,"CS0",22
"ACERUB09_SH_03","ACERUB","SH",NA,34,0,20,8,"WS0",NA
"ACERUB09_SH_05","ACERUB","SH",36,20,2,20,12,"WL2",16
"ACERUB09_SH_06","ACERUB","SH",31,13,1,20,12,"WL1",18
"ACERUB09_SH_07","ACERUB","SH",43,17,1,15,12,"CL1",26
"ACERUB09_SH_08","ACERUB","SH",44,13,2,15,8,"CS2",31
"ACERUB09_SH_09","ACERUB","SH",42,33,0,20,12,"WL0",9
"ACERUB09_SH_10","ACERUB","SH",NA,34,0,15,12,"CL0",NA
"ACERUB09_SH_11","ACERUB","SH",NA,NA,2,20,8,"WS2",NA
"ACERUB09_SH_12","ACERUB","SH",NA,NA,1,15,8,"CS1",NA
"ACERUB10_HF_01","ACERUB","HF",48,12,0,15,12,"CL0",36
"ACERUB10_HF_02","ACERUB","HF",30,16,2,15,12,"CL2",14
"ACERUB10_HF_04","ACERUB","HF",68,39,0,15,8,"CS0",29
"ACERUB10_HF_05","ACERUB","HF",30,13,1,15,12,"CL1",17
"ACERUB10_HF_06","ACERUB","HF",44,17,2,15,8,"CS2",27
"ACERUB10_HF_07","ACERUB","HF",24,8,1,20,12,"WL1",16
"ACERUB10_HF_08","ACERUB","HF",40,34,0,20,8,"WS0",6
"ACERUB10_HF_09","ACERUB","HF",31,13,2,20,8,"WS2",18
"ACERUB10_HF_10","ACERUB","HF",44,23,1,15,8,"CS1",21
"ACERUB10_HF_11","ACERUB","HF",27,14,2,20,12,"WL2",13
"ACERUB10_HF_12","ACERUB","HF",42,26,0,20,12,"WL0",16
"ACERUB10_SH_01","ACERUB","SH",NA,23,1,15,8,"CS1",NA
"ACERUB10_SH_02","ACERUB","SH",37,16,2,15,12,"CL2",21
"ACERUB10_SH_03","ACERUB","SH",44,13,2,15,8,"CS2",31
"ACERUB10_SH_04","ACERUB","SH",37,17,1,15,12,"CL1",20
"ACERUB10_SH_05","ACERUB","SH",27,27,2,20,12,"WL2",0
"ACERUB10_SH_06","ACERUB","SH",56,34,0,20,8,"WS0",22
"ACERUB10_SH_07","ACERUB","SH",68,39,0,15,8,"CS0",29
"ACERUB10_SH_08","ACERUB","SH",39,26,0,20,12,"WL0",13
"ACERUB10_SH_09","ACERUB","SH",54,12,0,15,12,"CL0",42
"ACERUB10_SH_10","ACERUB","SH",41,24,2,20,8,"WS2",17
"ACERUB10_SH_11","ACERUB","SH",24,13,1,20,12,"WL1",11
"ACERUB11_HF_01","ACERUB","HF",NA,NA,2,15,8,"CS2",NA
"ACERUB11_HF_02","ACERUB","HF",44,9,1,15,8,"CS1",35
"ACERUB11_HF_03","ACERUB","HF",NA,14,2,20,12,"WL2",NA
"ACERUB11_HF_04","ACERUB","HF",30,16,2,15,12,"CL2",14
"ACERUB11_HF_05","ACERUB","HF",17,8,1,20,12,"WL1",9
"ACERUB11_HF_06","ACERUB","HF",30,17,1,15,12,"CL1",13
"ACERUB11_HF_07","ACERUB","HF",NA,13,2,20,8,"WS2",NA
"ACERUB11_HF_08","ACERUB","HF",53,33,0,15,8,"CS0",20
"ACERUB11_HF_09","ACERUB","HF",33,26,0,20,12,"WL0",7
"ACERUB11_HF_11","ACERUB","HF",43,32,0,15,12,"CL0",11
"ACERUB11_HF_12","ACERUB","HF",29,27,0,20,8,"WS0",2
"ACERUB13_HF_01","ACERUB","HF",39,33,0,20,12,"WL0",6
"ACERUB13_HF_02","ACERUB","HF",31,13,1,20,12,"WL1",18
"ACERUB13_HF_03","ACERUB","HF",68,33,0,15,8,"CS0",35
"ACERUB13_HF_04","ACERUB","HF",NA,NA,2,20,12,"WL2",NA
"ACERUB13_HF_06","ACERUB","HF",37,13,1,15,12,"CL1",24
"ACERUB13_HF_07","ACERUB","HF",56,34,0,20,8,"WS0",22
"ACERUB13_HF_08","ACERUB","HF",48,32,0,15,12,"CL0",16
"ACERUB13_HF_09","ACERUB","HF",NA,NA,2,15,8,"CS2",NA
"ACERUB13_HF_10","ACERUB","HF",44,23,1,15,8,"CS1",21
"ACERUB13_HF_11","ACERUB","HF",37,16,2,15,12,"CL2",21
"ACERUB13_HF_12","ACERUB","HF",NA,NA,2,20,8,"WS2",NA
"ACERUB14_HF_01","ACERUB","HF",30,15,1,15,8,"CS1",15
"ACERUB14_HF_03","ACERUB","HF",68,33,0,15,8,"CS0",35
"ACERUB14_HF_04","ACERUB","HF",36,14,2,20,12,"WL2",22
"ACERUB14_HF_05","ACERUB","HF",39,18,0,20,12,"WL0",21
"ACERUB14_HF_06","ACERUB","HF",40,20,0,15,12,"CL0",20
"ACERUB14_HF_07","ACERUB","HF",57,17,1,15,12,"CL1",40
"ACERUB14_HF_08","ACERUB","HF",40,27,0,20,8,"WS0",13
"ACERUB14_HF_09","ACERUB","HF",44,17,2,15,8,"CS2",27
"ACERUB14_HF_10","ACERUB","HF",24,8,1,20,12,"WL1",16
"ACERUB14_HF_11","ACERUB","HF",41,24,2,20,8,"WS2",17
"ACERUB14_HF_12","ACERUB","HF",37,16,2,15,12,"CL2",21
"ACERUB99_HF_01","ACERUB","HF",37,13,1,15,12,"CL1",24
"ACERUB99_HF_02","ACERUB","HF",NA,NA,1,15,8,"CS1",NA
"ACERUB99_HF_04","ACERUB","HF",37,23,2,15,12,"CL2",14
"ACERUB99_HF_05","ACERUB","HF",41,24,2,20,8,"WS2",17
"ACERUB99_HF_06","ACERUB","HF",27,20,2,20,12,"WL2",7
"ACERUB99_HF_07","ACERUB","HF",NA,56,0,20,8,"WS0",NA
"ACERUB99_HF_08","ACERUB","HF",75,47,0,15,8,"CS0",28
"ACERUB99_HF_09","ACERUB","HF",31,17,1,20,12,"WL1",14
"ACERUB99_HF_10","ACERUB","HF",54,34,0,15,12,"CL0",20
"ACERUB99_HF_11","ACERUB","HF",NA,23,2,15,8,"CS2",NA
"ACERUB99_HF_12","ACERUB","HF",39,29,0,20,12,"WL0",10
"ACESAC02_HF_01","ACESAC","HF",NA,NA,0,20,12,"WL0",NA
"ACESAC02_HF_02","ACESAC","HF",41,41,2,20,8,"WS2",0
"ACESAC02_HF_03","ACESAC","HF",82,61,0,15,12,"CL0",21
"ACESAC02_HF_05","ACESAC","HF",36,36,2,20,12,"WL2",0
"ACESAC02_HF_06","ACESAC","HF",NA,52,2,15,8,"CS2",NA
"ACESAC02_HF_07","ACESAC","HF",68,56,0,20,8,"WS0",12
"ACESAC02_HF_08","ACESAC","HF",NA,38,1,20,12,"WL1",NA
"ACESAC02_HF_09","ACESAC","HF",NA,NA,1,15,8,"CS1",NA
"ACESAC02_HF_10","ACESAC","HF",NA,43,1,15,12,"CL1",NA
"ACESAC02_HF_11","ACESAC","HF",43,37,2,15,12,"CL2",6
"ACESAC02_HF_12","ACESAC","HF",82,68,0,15,8,"CS0",14
"ACESAC02_SH_01","ACESAC","SH",NA,14,2,20,12,"WL2",NA
"ACESAC02_SH_02","ACESAC","SH",NA,30,1,15,12,"CL1",NA
"ACESAC02_SH_03","ACESAC","SH",NA,37,2,15,12,"CL2",NA
"ACESAC02_SH_04","ACESAC","SH",NA,68,0,15,8,"CS0",NA
"ACESAC02_SH_05","ACESAC","SH",NA,NA,0,15,12,"CL0",NA
"ACESAC02_SH_06","ACESAC","SH",NA,31,1,20,12,"WL1",NA
"ACESAC02_SH_07","ACESAC","SH",NA,NA,0,20,8,"WS0",NA
"ACESAC02_SH_08","ACESAC","SH",53,42,0,20,12,"WL0",11
"ACESAC02_SH_09","ACESAC","SH",NA,52,1,15,8,"CS1",NA
"ACESAC02_SH_10","ACESAC","SH",NA,44,2,15,8,"CS2",NA
"ACESAC02_SH_11","ACESAC","SH",50,41,2,20,8,"WS2",9
"ACESAC03_SH_01","ACESAC","SH",82,39,0,15,8,"CS0",43
"ACESAC03_SH_02","ACESAC","SH",NA,13,1,15,12,"CL1",NA
"ACESAC03_SH_04","ACESAC","SH",NA,6,0,20,12,"WL0",NA
"ACESAC03_SH_05","ACESAC","SH",NA,32,0,15,12,"CL0",NA
"ACESAC03_SH_06","ACESAC","SH",NA,13,2,15,8,"CS2",NA
"ACESAC03_SH_07","ACESAC","SH",NA,13,2,20,8,"WS2",NA
"ACESAC03_SH_08","ACESAC","SH",36,14,2,20,12,"WL2",22
"ACESAC03_SH_09","ACESAC","SH",37,23,2,15,12,"CL2",14
"ACESAC03_SH_10","ACESAC","SH",NA,13,1,20,12,"WL1",NA
"ACESAC03_SH_11","ACESAC","SH",NA,NA,0,20,8,"WS0",NA
"ACESAC03_SH_12","ACESAC","SH",44,23,1,15,8,"CS1",21
"ACESAC05_HF_01","ACESAC","HF",NA,47,0,20,12,"WL0",NA
"ACESAC05_HF_02","ACESAC","HF",NA,NA,2,15,8,"CS2",NA
"ACESAC05_HF_03","ACESAC","HF",NA,37,1,15,12,"CL1",NA
"ACESAC05_HF_04","ACESAC","HF",61,54,0,15,12,"CL0",7
"ACESAC05_HF_05","ACESAC","HF",NA,52,1,15,8,"CS1",NA
"ACESAC05_HF_06","ACESAC","HF",NA,NA,2,20,8,"WS2",NA
"ACESAC05_HF_07","ACESAC","HF",68,56,0,20,8,"WS0",12
"ACESAC05_HF_09","ACESAC","HF",NA,NA,2,20,12,"WL2",NA
"ACESAC05_HF_10","ACESAC","HF",NA,NA,2,15,12,"CL2",NA
"ACESAC05_HF_11","ACESAC","HF",45,38,1,20,12,"WL1",7
"ACESAC05_HF_12","ACESAC","HF",82,75,0,15,8,"CS0",7
"ACESAC06_HF_01","ACESAC","HF",NA,NA,1,15,12,"CL1",NA
"ACESAC06_HF_02","ACESAC","HF",NA,NA,2,15,8,"CS2",NA
"ACESAC06_HF_03","ACESAC","HF",56,12,0,20,8,"WS0",44
"ACESAC06_HF_04","ACESAC","HF",NA,NA,0,15,12,"CL0",NA
"ACESAC06_HF_05","ACESAC","HF",NA,NA,0,20,12,"WL0",NA
"ACESAC06_HF_06","ACESAC","HF",NA,50,2,15,12,"CL2",NA
"ACESAC06_HF_07","ACESAC","HF",NA,14,2,20,12,"WL2",NA
"ACESAC06_HF_08","ACESAC","HF",82,68,0,15,8,"CS0",14
"ACESAC06_HF_09","ACESAC","HF",NA,50,2,20,8,"WS2",NA
"ACESAC06_HF_10","ACESAC","HF",NA,9,1,15,8,"CS1",NA
"ACESAC06_HF_12","ACESAC","HF",NA,38,1,20,12,"WL1",NA
"ACESAC07_HF_01","ACESAC","HF",NA,52,1,15,8,"CS1",NA
"ACESAC07_HF_02","ACESAC","HF",61,54,0,15,12,"CL0",7
"ACESAC07_HF_04","ACESAC","HF",NA,NA,0,15,8,"CS0",NA
"ACESAC07_HF_05","ACESAC","HF",NA,NA,2,15,12,"CL2",NA
"ACESAC07_HF_06","ACESAC","HF",NA,31,1,20,12,"WL1",NA
"ACESAC07_HF_07","ACESAC","HF",NA,NA,2,15,8,"CS2",NA
"ACESAC07_HF_08","ACESAC","HF",56,56,0,20,8,"WS0",0
"ACESAC07_HF_09","ACESAC","HF",NA,NA,2,20,12,"WL2",NA
"ACESAC07_HF_10","ACESAC","HF",NA,37,1,15,12,"CL1",NA
"ACESAC07_HF_11","ACESAC","HF",53,47,0,20,12,"WL0",6
"ACESAC07_HF_12","ACESAC","HF",NA,50,2,20,8,"WS2",NA
"ACESAC07_SH_01","ACESAC","SH",56,29,0,20,8,"WS0",27
"ACESAC07_SH_02","ACESAC","SH",NA,44,2,15,8,"CS2",NA
"ACESAC07_SH_03","ACESAC","SH",51,37,1,15,12,"CL1",14
"ACESAC07_SH_04","ACESAC","SH",NA,52,1,15,8,"CS1",NA
"ACESAC07_SH_05","ACESAC","SH",31,31,1,20,12,"WL1",0
"ACESAC07_SH_07","ACESAC","SH",50,41,2,20,8,"WS2",9
"ACESAC07_SH_08","ACESAC","SH",47,39,0,20,12,"WL0",8
"ACESAC07_SH_09","ACESAC","SH",NA,27,2,20,12,"WL2",NA
"ACESAC07_SH_10","ACESAC","SH",54,48,0,15,12,"CL0",6
"ACESAC07_SH_11","ACESAC","SH",NA,68,0,15,8,"CS0",NA
"ACESAC07_SH_12","ACESAC","SH",NA,50,2,15,12,"CL2",NA
"ACESAC09_SH_01","ACESAC","SH",31,24,1,20,12,"WL1",7
"ACESAC09_SH_02","ACESAC","SH",61,48,0,15,12,"CL0",13
"ACESAC09_SH_03","ACESAC","SH",82,68,0,15,8,"CS0",14
"ACESAC09_SH_04","ACESAC","SH",52,44,1,15,8,"CS1",8
"ACESAC09_SH_05","ACESAC","SH",41,31,2,20,8,"WS2",10
"ACESAC09_SH_06","ACESAC","SH",43,37,2,15,12,"CL2",6
"ACESAC09_SH_07","ACESAC","SH",37,22,1,15,12,"CL1",15
"ACESAC09_SH_09","ACESAC","SH",27,14,2,20,12,"WL2",13
"ACESAC09_SH_10","ACESAC","SH",NA,30,2,15,8,"CS2",NA
"ACESAC09_SH_11","ACESAC","SH",39,39,0,20,12,"WL0",0
"ACESAC09_SH_12","ACESAC","SH",56,34,0,20,8,"WS0",22
"ACESAC10_HF_01","ACESAC","HF",NA,NA,2,20,12,"WL2",NA
"ACESAC10_HF_02","ACESAC","HF",68,61,0,15,12,"CL0",7
"ACESAC10_HF_03","ACESAC","HF",50,23,2,15,12,"CL2",27
