SOUID,DATE,TG,Q_TG,TN
135162,20030724,196,0,155
135162,20030725,205,0,120
135162,20030726,190,0,123
135162,20030727,201,0,147
135162,20030728,198,0,162
135162,20030729,188,0,136
135162,20030730,196,0,128
135162,20030731,202,0,126
135162,20030801,214,0,134
135162,20030802,207,0,148
135162,20030803,197,0,162
135162,20030804,188,0,103
135162,20030805,190,0,116
135162,20030806,194,0,118
135162,20030807,201,0,124
135162,20030808,214,0,120
135162,20030809,205,0,130
135162,20030810,208,0,132
135162,20030811,221,0,142
135162,20030812,232,0,160
135162,20030813,221,0,116
135162,20030814,176,0,106
135162,20030815,177,0,98
135162,20030816,191,0,158
135162,20030817,193,0,133
135162,20030818,170,0,143
135162,20030819,194,0,89
135162,20030820,180,0,107
135162,20030821,174,0,166
135162,20030822,177,0,179
135162,20030823,167,0,156
135162,20030824,193,0,132
135162,20030825,160,0,92
135162,20030826,162,0,76
135162,20030827,127,0,114
135162,20030828,132,0,141
135162,20030829,145,0,110
135162,20030830,135,0,120
135162,20030831,134,0,154
135162,20030901,112,0,105
135162,20030902,106,0,112
135162,20030903,144,0,116
135162,20030904,165,0,156
135162,20030905,152,0,72
135162,20030906,160,0,100
135162,20030907,173,0,123
135162,20030908,177,0,14
135162,20030909,180,0,106
135162,20030910,135,0,164
135162,20030911,142,0,110
135162,20030912,145,0,120
135162,20030913,159,0,103
135162,20030914,146,0,113
135162,20030915,157,0,93
135162,20030916,156,0,105
135162,20030917,160,0,74
135162,20030918,174,0,95
135162,20030919,178,0,133
135162,20030920,165,0,104
135162,20030921,162,0,128
135162,20030922,181,0,109
135162,20030923,137,0,105
135162,20030924,121,0,119
135162,20030925,136,0,135
135162,20030926,139,0,123
135162,20030927,127,0,106
135162,20030928,101,0,116
135162,20030929,73,0,58
135162,20030930,94,0,79
135162,20031001,93,0,128
135162,20031002,105,0,98
135162,20031003,100,0,100
135162,20031004,116,0,110
135162,20031005,84,0,94
135162,20031006,93,0,125
135162,20031007,79,0,100
135162,20031008,82,0,78
135162,20031009,104,0,14
135162,20031010,126,0,-10
135162,20031011,112,0,-19
135162,20031012,99,0,-22
135162,20031013,51,0,-10
135162,20031014,52,0,73
135162,20031015,36,0,41
135162,20031016,26,0,73
135162,20031017,46,0,51
135162,20031018,77,0,49
135162,20031019,56,0,53
135162,20031020,32,0,38
135162,20031021,38,0,71
135162,20031022,6,0,85
135162,20031023,-24,0,87
135162,20031024,0,0,78
135162,20031025,56,0,90
135162,20031026,-4,0,77
135162,20031027,12,0,51
135162,20031028,73,0,92
135162,20031029,42,0,65
135162,20031030,42,0,61
135162,20031031,71,0,71
135162,20031101,83,0,62
135162,20031102,85,0,42
135162,20031103,93,0,82
135162,20031104,93,0,60
135162,20031105,71,0,48
135162,20031106,64,0,50
135162,20031107,32,0,66
135162,20031108,64,0,-1
135162,20031109,57,0,-17
135162,20031110,50,0,6
135162,20031111,39,0,30
135162,20031112,40,0,13
135162,20031113,31,0,0
135162,20031114,39,0,33
135162,20031115,60,0,-39
135162,20031116,75,0,27
135162,20031117,69,0,32
135162,20031118,79,0,35
135162,20031119,93,0,-1
135162,20031120,78,0,14
135162,20031121,86,0,-12
135162,20031122,81,0,-66
135162,20031123,90,0,-119
135162,20031124,33,0,-32
135162,20031125,70,0,-11
135162,20031126,71,0,-25
135162,20031127,73,0,18
135162,20031128,73,0,15
135162,20031129,36,0,22
135162,20031130,70,0,24
135162,20031201,69,0,21
135162,20031202,69,0,26
135162,20031203,57,0,52
135162,20031204,43,0,30
135162,20031205,81,0,43
135162,20031206,21,0,43
135162,20031207,-10,0,16
135162,20031208,62,0,21
135162,20031209,43,0,22
135162,20031210,21,0,-35
135162,20031211,30,0,-54
135162,20031212,37,0,9
135162,20031213,56,0,-22
135162,20031214,65,0,-83
135162,20031215,31,0,23
135162,20031216,3,0,43
135162,20031217,59,0,-55
135162,20031218,59,0,-98
135162,20031219,36,0,-6
135162,20031220,45,0,-66
135162,20031221,38,0,30
135162,20031222,-22,0,54
135162,20031223,-5,0,57
135162,20031224,25,0,33
135162,20031225,54,0,5
135162,20031226,67,0,-11
135162,20031227,56,0,70
135162,20031228,49,0,56
135162,20031229,34,0,40
135162,20031230,15,0,18
135162,20031231,-12,0,41
135162,20040101,-45,0,23
135162,20040102,-37,0,-19
135162,20040103,-46,0,-19
135162,20040104,-23,0,-52
135162,20040105,-60,0,-90
135162,20040106,-20,0,-80
135162,20040107,24,0,-102
135162,20040108,13,0,44
135162,20040109,-11,0,38
135162,20040110,-9,0,0
135162,20040111,7,0,13
135162,20040112,31,0,32
135162,20040113,18,0,-12
135162,20040114,13,0,-2
135162,20040115,-24,0,-85
135162,20040116,10,0,-129
135162,20040117,2,0,-18
135162,20040118,-20,0,-4
135162,20040119,15,0,31
135162,20040120,-13,0,28
135162,20040121,-70,0,23
135162,20040122,-86,0,9
135162,20040123,-24,0,-20
135162,20040124,-16,0,-72
135162,20040125,-32,0,-102
135162,20040126,-47,0,-83
135162,20040127,-42,0,-31
135162,20040128,-15,0,-78
135162,20040129,-13,0,-108
135162,20040130,-26,0,-90
135162,20040131,19,0,-67
135162,20040201,22,0,-112
135162,20040202,36,0,-53
135162,20040203,57,0,-60
135162,20040204,74,0,-46
135162,20040205,80,0,-61
135162,20040206,60,0,-75
135162,20040207,45,0,-30
135162,20040208,25,0,-47
135162,20040209,6,0,-35
135162,20040210,8,0,-3
135162,20040211,-17,0,2
135162,20040212,-30,0,-1
135162,20040213,5,0,0
135162,20040214,7,0,-30
135162,20040215,10,0,-45
135162,20040216,4,0,-95
135162,20040217,41,0,-77
135162,20040218,23,0,-16
135162,20040219,-20,0,-32
135162,20040220,-29,0,-48
135162,20040221,-7,0,-31
135162,20040222,-1,0,-6
135162,20040223,-8,0,-9
135162,20040224,-8,0,-12
135162,20040225,5,0,0
135162,20040226,4,0,39
135162,20040227,2,0,20
135162,20040228,-15,0,26
135162,20040229,-22,0,1
135162,20040301,18,0,27
135162,20040302,33,0,17
135162,20040303,-8,0,-26
135162,20040304,-29,0,-47
135162,20040305,-22,0,-44
135162,20040306,-20,0,-18
135162,20040307,5,0,-26
135162,20040308,13,0,-62
135162,20040309,13,0,-80
135162,20040310,8,0,-66
135162,20040311,23,0,-127
135162,20040312,21,0,-136
135162,20040313,26,0,-88
135162,20040314,63,0,-28
135162,20040315,78,0,-44
135162,20040316,89,0,-65
135162,20040317,105,0,-103
135162,20040318,80,0,-94
135162,20040319,78,0,-68
135162,20040320,59,0,-48
135162,20040321,48,0,-79
135162,20040322,57,0,-52
135162,20040323,52,0,-64
135162,20040324,27,0,-45
135162,20040325,15,0,-44
135162,20040326,8,0,12
135162,20040327,26,0,15
135162,20040328,54,0,35
135162,20040329,67,0,42
135162,20040330,52,0,28
135162,20040331,65,0,13
135162,20040401,40,0,42
135162,20040402,34,0,11
135162,20040403,55,0,34
135162,20040404,78,0,24
135162,20040405,57,0,24
135162,20040406,35,0,43
135162,20040407,48,0,20
135162,20040408,38,0,-14
135162,20040409,69,0,-36
135162,20040410,67,0,31
135162,20040411,54,0,5
135162,20040412,80,0,4
135162,20040413,68,0,8
135162,20040414,82,0,5
135162,20040415,97,0,53
135162,20040416,106,0,24
135162,20040417,114,0,36
135162,20040418,112,0,67
135162,20040419,124,0,41
135162,20040420,104,0,-17
135162,20040421,109,0,14
135162,20040422,104,0,4
135162,20040423,87,0,-6
135162,20040424,101,0,-24
135162,20040425,93,0,-25
135162,20040426,91,0,-25
135162,20040427,88,0,7
135162,20040428,93,0,-11
135162,20040429,84,0,-29
135162,20040430,104,0,37
135162,20040501,122,0,53
135162,20040502,138,0,44
135162,20040503,101,0,72
135162,20040504,126,0,67
135162,20040505,167,0,61
135162,20040506,151,0,5
135162,20040507,125,0,-7
135162,20040508,122,0,26
135162,20040509,159,0,73
135162,20040510,163,0,101
135162,20040511,118,0,104
135162,20040512,89,0,46
135162,20040513,83,0,85
135162,20040514,92,0,66
135162,20040515,121,0,69
135162,20040516,129,0,22
135162,20040517,140,0,38
135162,20040518,143,0,28
135162,20040519,123,0,62
135162,20040520,117,0,57
135162,20040521,94,0,109
135162,20040522,93,0,75
135162,20040523,95,0,34
135162,20040524,119,0,64
135162,20040525,108,0,95
135162,20040526,100,0,69
135162,20040527,119,0,91
135162,20040528,103,0,59
135162,20040529,122,0,47
135162,20040530,152,0,67
135162,20040531,130,0,59
135162,20040601,126,0,85
135162,20040602,138,0,75
135162,20040603,149,0,96
135162,20040604,124,0,77
135162,20040605,159,0,92
135162,20040606,138,0,108
135162,20040607,173,0,115
135162,20040608,156,0,122
135162,20040609,118,0,61
135162,20040610,176,0,82
135162,20040611,165,0,113
135162,20040612,158,0,108
135162,20040613,173,0,133
135162,20040614,161,0,116
135162,20040615,155,0,104
135162,20040616,128,0,102
135162,20040617,117,0,100
135162,20040618,120,0,115
135162,20040619,112,0,104
135162,20040620,124,0,93
135162,20040621,142,0,108
135162,20040622,138,0,110
135162,20040623,138,0,110
135162,20040624,135,0,110
135162,20040625,129,0,129
135162,20040626,133,0,136
135162,20040627,130,0,130
135162,20040628,146,0,151
135162,20040629,131,0,114
135162,20040630,153,0,128
135162,20040701,147,0,108
135162,20040702,150,0,63
135162,20040703,141,0,180
135162,20040704,142,0,98
135162,20040705,152,0,110
135162,20040706,147,0,93
135162,20040707,154,0,111
135162,20040708,151,0,122
135162,20040709,169,0,106
135162,20040710,153,0,91
135162,20040711,137,0,135
135162,20040712,147,0,154
135162,20040713,141,0,110
135162,20040714,139,0,118
135162,20040715,160,0,143
135162,20040716,155,0,113
135162,20040717,161,0,150
135162,20040718,184,0,175
135162,20040719,178,0,165
135162,20040720,162,0,175
135162,20040721,139,0,140
135162,20040722,162,0,132
135162,20040723,181,0,164
135162,20040724,176,0,92
135162,20040725,149,0,88
135162,20040726,148,0,96
135162,20040727,160,0,142
135162,20040728,177,0,152
135162,20040729,185,0,135
135162,20040730,195,0,133
135162,20040731,201,0,125
135162,20040801,196,0,76
135162,20040802,189,0,104
135162,20040803,173,0,133
135162,20040804,203,0,110
135162,20040805,207,0,110
135162,20040806,223,0,137
135162,20040807,211,0,87
135162,20040808,219,0,72
135162,20040809,214,0,94
135162,20040810,204,0,128
135162,20040811,192,0,118
135162,20040812,192,0,110
135162,20040813,175,0,105
135162,20040814,169,0,105
135162,20040815,178,0,82
135162,20040816,190,0,93
135162,20040817,196,0,95
135162,20040818,180,0,128
135162,20040819,206,0,132
135162,20040820,195,0,146
135162,20040821,168,0,85
135162,20040822,157,0,63
135162,20040823,149,0,52
135162,20040824,167,0,84
135162,20040825,168,0,68
135162,20040826,166,0,140
135162,20040827,150,0,128
135162,20040828,166,0,132
135162,20040829,147,0,144
135162,20040830,157,0,120
135162,20040831,137,0,138
135162,20040901,155,0,115
135162,20040902,161,0,113
135162,20040903,154,0,93
135162,20040904,160,0,106
135162,20040905,169,0,16
135162,20040906,186,0,68
135162,20040907,157,0,127
135162,20040908,135,0,115
135162,20040909,131,0,125
135162,20040910,150,0,110
135162,20040911,175,0,106
135162,20040912,163,0,93
135162,20040913,161,0,116
135162,20040914,157,0,115
135162,20040915,150,0,100
135162,20040916,131,0,81
135162,20040917,133,0,73
135162,20040918,155,0,78
135162,20040919,157,0,116
135162,20040920,131,0,65
135162,20040921,132,0,52
135162,20040922,129,0,54
135162,20040923,122,0,48
135162,20040924,121,0,61
135162,20040925,128,0,10
135162,20040926,131,0,33
135162,20040927,138,0,36
135162,20040928,128,0,122
135162,20040929,103,0,94
135162,20040930,88,0,62
135162,20041001,77,0,38
135162,20041002,100,0,40
135162,20041003,125,0,92
135162,20041004,142,0,110
135162,20041005,145,0,116
135162,20041006,129,0,90
135162,20041007,118,0,110
135162,20041008,121,0,95
135162,20041009,68,0,84
135162,20041010,35,0,83
135162,20041011,34,0,115
135162,20041012,42,0,118
135162,20041013,83,0,87
135162,20041014,82,0,77
135162,20041015,88,0,73
135162,20041016,88,0,56
135162,20041017,94,0,20
135162,20041018,89,0,24
135162,20041019,91,0,47
135162,20041020,72,0,73
135162,20041021,110,0,70
135162,20041022,112,0,64
135162,20041023,123,0,55
135162,20041024,126,0,64
135162,20041025,136,0,28
135162,20041026,112,0,57
135162,20041027,44,0,57
135162,20041028,68,0,50
135162,20041029,86,0,46
135162,20041030,84,0,40
135162,20041031,78,0,32
135162,20041101,93,0,-7
135162,20041102,67,0,8
135162,20041103,84,0,63
135162,20041104,96,0,49
135162,20041105,81,0,42
135162,20041106,76,0,53
135162,20041107,34,0,54
135162,20041108,21,0,45
135162,20041109,39,0,52
135162,20041110,66,0,8
135162,20041111,41,0,66
135162,20041112,70,0,24
135162,20041113,51,0,3
135162,20041114,44,0,43
135162,20041115,89,0,0
135162,20041116,59,0,20
135162,20041117,38,0,3
135162,20041118,55,0,3
135162,20041119,-4,0,37
135162,20041120,14,0,-37
135162,20041121,-22,0,6
135162,20041122,42,0,-12
135162,20041123,27,0,-5
135162,20041124,-1,0,-79
135162,20041125,69,0,-104
135162,20041126,47,0,36
135162,20041127,55,0,57
135162,20041128,53,0,50
135162,20041129,53,0,59
135162,20041130,46,0,40
135162,20041201,29,0,30
135162,20041202,40,0,-7
135162,20041203,48,0,-4
135162,20041204,56,0,12
135162,20041205,72,0,22
135162,20041206,68,0,18
135162,20041207,73,0,14
135162,20041208,66,0,1
135162,20041209,55,0,31
135162,20041210,31,0,23
135162,20041211,40,0,1
135162,20041212,50,0,0
135162,20041213,63,0,-26
135162,20041214,32,0,-37
135162,20041215,51,0,-36
135162,20041216,41,0,-32
135162,20041217,52,0,-59
135162,20041218,28,0,-88
135162,20041219,2,0,-120
135162,20041220,0,0,-153
135162,20041221,15,0,-8
135162,20041222,20,0,8
135162,20041223,64,0,-14
135162,20041224,19,0,-29
135162,20041225,44,0,-68
135162,20041226,9,0,-99
135162,20041227,-19,0,-112
135162,20041228,0,0,-72
135162,20041229,11,0,-138
135162,20041230,41,0,-89
135162,20041231,46,0,-98
135162,20050101,28,0,-54
135162,20050102,40,0,0
135162,20050103,40,0,-1
135162,20050104,69,0,-24
135162,20050105,51,0,-21
135162,20050106,55,0,-21
135162,20050107,80,0,2
135162,20050108,79,0,-45
135162,20050109,63,0,-61
135162,20050110,85,0,0
135162,20050111,67,0,1
135162,20050112,69,0,-34
135162,20050113,48,0,-12
135162,20050114,44,0,-13
135162,20050115,-13,0,0
135162,20050116,21,0,1
135162,20050117,35,0,-76
135162,20050118,42,0,-96
135162,20050119,23,0,-36
135162,20050120,38,0,-36
135162,20050121,29,0,-37
135162,20050122,13,0,-27
135162,20050123,3,0,-2
135162,20050124,-29,0,-2
135162,20050125,-42,0,-16
135162,20050126,-56,0,12
135162,20050127,-20,0,9
135162,20050128,-40,0,-39
135162,20050129,-44,0,-23
135162,20050130,24,0,-26
135162,20050131,46,0,-40
135162,20050201,30,0,-37
135162,20050202,21,0,-32
135162,20050203,6,0,-26
135162,20050204,27,0,-21
135162,20050205,20,0,6
135162,20050206,-16,0,5
135162,20050207,-24,0,19
135162,20050208,-25,0,9
135162,20050209,-11,0,-33
135162,20050210,34,0,-83
135162,20050211,24,0,-23
135162,20050212,17,0,-15
135162,20050213,5,0,-8
135162,20050214,1,0,-2
135162,20050215,-20,0,-10
135162,20050216,-19,0,-17
135162,20050217,-34,0,-25
135162,20050218,0,0,-2
135162,20050219,9,0,10
135162,20050220,8,0,9
135162,20050221,5,0,5
135162,20050222,-14,0,-1
135162,20050223,-3,0,15
135162,20050224,8,0,19
135162,20050225,-4,0,-9
135162,20050226,-28,0,-57
135162,20050227,-51,0,-71
135162,20050228,-24,0,-48
135162,20050301,-16,0,-9
135162,20050302,-29,0,6
135162,20050303,-65,0,-9
135162,20050304,-87,0,39
135162,20050305,-53,0,33
135162,20050306,-44,0,19
135162,20050307,7,0,-26
135162,20050308,25,0,11
135162,20050309,-12,0,23
135162,20050310,-5,0,33
135162,20050311,16,0,1
135162,20050312,-1,0,40
135162,20050313,-44,0,3
135162,20050314,13,0,23
135162,20050315,17,0,33
135162,20050316,59,0,22
135162,20050317,76,0,61
135162,20050318,37,0,6
135162,20050319,-19,0,17
135162,20050320,-13,0,24
135162,20050321,-2,0,24
135162,20050322,27,0,13
135162,20050323,52,0,12
135162,20050324,64,0,-17
135162,20050325,62,0,0
135162,20050326,57,0,38
135162,20050327,35,0,16
135162,20050328,39,0,-8
135162,20050329,26,0,-55
135162,20050330,27,0,-64
135162,20050331,27,0,-49
135162,20050401,38,0,-34
135162,20050402,51,0,31
135162,20050403,80,0,22
135162,20050404,104,0,30
135162,20050405,76,0,-15
135162,20050406,76,0,29
135162,20050407,82,0,-7
135162,20050408,66,0,-44
135162,20050409,56,0,-71
135162,20050410,41,0,-63
135162,20050411,96,0,-23
135162,20050412,99,0,-28
135162,20050413,90,0,33
135162,20050414,111,0,26
135162,20050415,132,0,25
135162,20050416,112,0,18
135162,20050417,110,0,35
135162,20050418,97,0,9
135162,20050419,63,0,15
135162,20050420,28,0,15
135162,20050421,62,0,51
135162,20050422,58,0,70
135162,20050423,52,0,72
135162,20050424,55,0,50
135162,20050425,52,0,43
135162,20050426,73,0,46
135162,20050427,76,0,64
135162,20050428,88,0,53
135162,20050429,80,0,39
135162,20050430,117,0,35
135162,20050501,113,0,34
135162,20050502,115,0,63
135162,20050503,143,0,60
135162,20050504,124,0,58
135162,20050505,98,0,129
135162,20050506,98,0,90
135162,20050507,86,0,60
135162,20050508,88,0,30
135162,20050509,76,0,23
135162,20050510,81,0,73
135162,20050511,87,0,86
135162,20050512,103,0,89
135162,20050513,114,0,73
135162,20050514,110,0,56
135162,20050515,110,0,45
135162,20050516,103,0,10
135162,20050517,99,0,26
135162,20050518,90,0,45
135162,20050519,100,0,16
135162,20050520,125,0,45
135162,20050521,131,0,36
135162,20050522,146,0,58
135162,20050523,146,0,24
135162,20050524,132,0,90
135162,20050525,152,0,88
135162,20050526,179,0,0
135162,20050527,183,0,35
135162,20050528,186,0,74
135162,20050529,174,0,104
135162,20050530,133,0,17
135162,20050531,105,0,-7
135162,20050601,118,0,66
135162,20050602,105,0,73
135162,20050603,153,0,116
135162,20050604,146,0,124
135162,20050605,137,0,83
135162,20050606,106,0,82
135162,20050607,111,0,74
135162,20050608,126,0,100
135162,20050609,145,0,50
135162,20050610,139,0,116
135162,20050611,120,0,135
135162,20050612,114,0,119
135162,20050613,108,0,140
135162,20050614,143,0,143
135162,20050615,172,0,136
135162,20050616,156,0,154
135162,20050617,154,0,152
135162,20050618,159,0,147
135162,20050619,171,0,132
135162,20050620,177,0,120
135162,20050621,193,0,123
135162,20050622,169,0,104
135162,20050623,188,0,117
135162,20050624,212,0,121
135162,20050625,174,0,142
135162,20050626,168,0,136
135162,20050627,164,0,117
135162,20050628,164,0,126
135162,20050629,178,0,130
135162,20050630,161,0,106
135162,20050701,168,0,124
135162,20050702,180,0,110
135162,20050703,182,0,131
135162,20050704,203,0,130
135162,20050705,191,0,125
135162,20050706,193,0,141
135162,20050707,188,0,134
135162,20050708,206,0,147
135162,20050709,222,0,152
135162,20050710,215,0,129
135162,20050711,224,0,160
135162,20050712,232,0,117
135162,20050713,212,0,146
135162,20050714,194,0,116
135162,20050715,195,0,100
135162,20050716,179,0,110
135162,20050717,179,0,109
135162,20050718,200,0,128
135162,20050719,186,0,139
135162,20050720,158,0,142
135162,20050721,165,0,122
135162,20050722,174,0,120
135162,20050723,179,0,124
135162,20050724,154,0,155
135162,20050725,154,0,133
135162,20050726,168,0,114
135162,20050727,170,0,112
135162,20050728,179,0,109
135162,20050729,206,0,88
135162,20050730,192,0,92
135162,20050731,177,0,106
135162,20050801,175,0,124
135162,20050802,166,0,110
135162,20050803,175,0,123
135162,20050804,166,0,158
135162,20050805,156,0,82
135162,20050806,157,0,135
135162,20050807,152,0,56
135162,20050808,158,0,129
135162,20050809,146,0,128
135162,20050810,168,0,87
135162,20050811,156,0,112
135162,20050812,155,0,152
135162,20050813,144,0,150
135162,20050814,154,0,126
135162,20050815,166,0,84
135162,20050816,159,0,60
135162,20050817,164,0,61
135162,20050818,166,0,77
135162,20050819,184,0,128
135162,20050820,208,0,84
135162,20050821,215,0,53
135162,20050822,183,0,72
135162,20050823,178,0,63
135162,20050824,166,0,43
135162,20050825,154,0,58
135162,20050826,149,0,137
135162,20050827,153,0,122
135162,20050828,168,0,72
135162,20050829,194,0,112
135162,20050830,166,0,64
135162,20050831,144,0,131
135162,20050901,180,0,125
135162,20050902,187,0,101
135162,20050903,163,0,112
135162,20050904,145,0,122
135162,20050905,171,0,63
135162,20050906,193,0,111
135162,20050907,205,0,125
135162,20050908,198,0,99
135162,20050909,182,0,93
135162,20050910,160,0,88
135162,20050911,154,0,91
135162,20050912,151,0,81
135162,20050913,141,0,64
135162,20050914,156,0,63
135162,20050915,146,0,96
135162,20050916,101,0,62
135162,20050917,91,0,4
135162,20050918,114,0,-25
135162,20050919,145,0,72
135162,20050920,151,0,27
135162,20050921,140,0,47
135162,20050922,130,0,85
135162,20050923,144,0,82
135162,20050924,164,0,-2
135162,20050925,162,0,35
135162,20050926,158,0,27
135162,20050927,143,0,32
135162,20050928,130,0,13
135162,20050929,115,0,112
135162,20050930,97,0,118
135162,20051001,122,0,85
135162,20051002,123,0,76
135162,20051003,112,0,-11
135162,20051004,123,0,68
135162,20051005,91,0,108
135162,20051006,98,0,34
135162,20051007,118,0,99
135162,20051008,145,0,112
135162,20051009,131,0,112
135162,20051010,137,0,113
135162,20051011,138,0,102
135162,20051012,133,0,23
135162,20051013,122,0,93
135162,20051014,103,0,56
135162,20051015,71,0,76
135162,20051016,39,0,53
135162,20051017,63,0,4
135162,20051018,34,0,58
135162,20051019,51,0,62
135162,20051020,92,0,72
135162,20051021,119,0,80
135162,20051022,129,0,80
135162,20051023,99,0,102
135162,20051024,56,0,100
135162,20051025,109,0,100
135162,20051026,121,0,91
135162,20051027,102,0,103
135162,20051028,115,0,87
135162,20051029,99,0,86
135162,20051030,100,0,95
135162,20051031,107,0,88
135162,20051101,95,0,94
135162,20051102,100,0,14
135162,20051103,116,0,61
135162,20051104,126,0,75
135162,20051105,107,0,68
135162,20051106,93,0,73
135162,20051107,92,0,78
135162,20051108,96,0,95
135162,20051109,89,0,67
135162,20051110,88,0,74
135162,20051111,111,0,91
135162,20051112,106,0,70
135162,20051113,92,0,54
135162,20051114,82,0,40
135162,20051115,84,0,37
135162,20051116,22,0,30
135162,20051117,-10,0,-22
135162,20051118,-12,0,-36
135162,20051119,-6,0,8
135162,20051120,9,0,61
135162,20051121,-22,0,35
135162,20051122,-7,0,20
135162,20051123,17,0,10
135162,20051124,46,0,44
135162,20051125,12,0,19
135162,20051126,8,0,-14
135162,20051127,-14,0,-46
135162,20051128,-34,0,-48
135162,20051129,11,0,15
135162,20051130,31,0,-11
135162,20051201,10,0,-22
135162,20051202,19,0,-44
135162,20051203,21,0,-19
135162,20051204,36,0,-14
135162,20051205,53,0,-14
135162,20051206,49,0,-26
135162,20051207,31,0,-52
135162,20051208,26,0,12
135162,20051209,-22,0,20
135162,20051210,5,0,-12
135162,20051211,77,0,-8
135162,20051212,57,0,7
135162,20051213,42,0,26
135162,20051214,58,0,49
135162,20051215,64,0,33
135162,20051216,7,0,-28
135162,20051217,-16,0,6
135162,20051218,-13,0,42
135162,20051219,-14,0,31
135162,20051220,29,0,28
135162,20051221,18,0,39
135162,20051222,45,0,-2
135162,20051223,41,0,16
135162,20051224,56,0,48
135162,20051225,23,0,36
135162,20051226,-6,0,34
135162,20051227,-7,0,42
135162,20051228,-22,0,8
135162,20051229,-19,0,-2
135162,20051230,0,0,1
135162,20051231,-5,0,-27
135162,20060101,18,0,-52
135162,20060102,13,0,46
135162,20060103,7,0,5
135162,20060104,-11,0,-42
135162,20060105,8,0,-57
135162,20060106,3,0,1
135162,20060107,-3,0,34
135162,20060108,-18,0,22
135162,20060109,-40,0,1
135162,20060110,-10,0,13
135162,20060111,24,0,17
135162,20060112,21,0,-4
135162,20060113,2,0,-75
135162,20060114,-2,0,-3
135162,20060115,-8,0,0
135162,20060116,-19,0,-5
135162,20060117,-11,0,-3
135162,20060118,-11,0,-2
135162,20060119,-31,0,5
135162,20060120,-29,0,-3
135162,20060121,-33,0,-20
135162,20060122,-107,0,-21
135162,20060123,-68,0,-25
135162,20060124,-46,0,-3
135162,20060125,-11,0,3
135162,20060126,-16,0,-3
135162,20060127,-82,0,-34
135162,20060128,-29,0,-8
135162,20060129,-16,0,10
135162,20060130,-20,0,-1
135162,20060131,11,0,-13
135162,20060201,6,0,-35
135162,20060202,3,0,-9
135162,20060203,-2,0,-9
135162,20060204,-55,0,-25
135162,20060205,-56,0,-29
135162,20060206,-14,0,-36
135162,20060207,26,0,-71
135162,20060208,21,0,-66
135162,20060209,10,0,-99
135162,20060210,15,0,-82
135162,20060211,-11,0,-62
135162,20060212,-26,0,-18
135162,20060213,1,0,-28
135162,20060214,-5,0,-54
135162,20060215,1,0,-113
135162,20060216,6,0,-159
135162,20060217,0,0,-93
135162,20060218,13,0,-199
135162,20060219,15,0,-199
135162,20060220,16,0,-146
135162,20060221,11,0,-7
135162,20060222,-8,0,-57
135162,20060223,4,0,-29
135162,20060224,-1,0,-27
135162,20060225,-3,0,7
135162,20060226,-22,0,6
135162,20060227,-41,0,-25
135162,20060228,-7,0,-7
135162,20060301,-2,0,18
135162,20060302,4,0,14
135162,20060303,0,0,14
135162,20060304,-30,0,17
135162,20060305,-49,0,15
135162,20060306,-73,0,2
135162,20060307,-77,0,2
135162,20060308,-46,0,3
135162,20060309,-24,0,12
135162,20060310,-45,0,17
135162,20060311,-65,0,36
135162,20060312,-57,0,-43
135162,20060313,-67,0,22
135162,20060314,-58,0,33
135162,20060315,-4,0,39
135162,20060316,3,0,30
135162,20060317,-12,0,-50
135162,20060318,-16,0,-94
135162,20060319,12,0,-103
135162,20060320,-23,0,-66
135162,20060321,-20,0,-53
135162,20060322,0,0,-89
135162,20060323,12,0,-34
135162,20060324,13,0,13
135162,20060325,6,0,18
135162,20060326,10,0,13
135162,20060327,70,0,14
135162,20060328,80,0,31
135162,20060329,61,0,62
135162,20060330,43,0,32
135162,20060331,66,0,54
135162,20060401,54,0,46
135162,20060402,57,0,46
135162,20060403,47,0,21
135162,20060404,22,0,12
135162,20060405,28,0,-16
135162,20060406,34,0,-62
135162,20060407,63,0,21
135162,20060408,59,0,-22
135162,20060409,42,0,-15
135162,20060410,53,0,49
135162,20060411,29,0,4
135162,20060412,40,0,16
135162,20060413,55,0,12
135162,20060414,71,0,-26
135162,20060415,75,0,1
135162,20060416,80,0,-18
135162,20060417,73,0,24
135162,20060418,72,0,10
135162,20060419,70,0,-31
135162,20060420,67,0,14
135162,20060421,60,0,33
135162,20060422,80,0,36
135162,20060423,77,0,-2
135162,20060424,76,0,52
135162,20060425,79,0,18
135162,20060426,94,0,-34
135162,20060427,70,0,-26
135162,20060428,84,0,-16
135162,20060429,55,0,-16
135162,20060430,64,0,30
135162,20060501,67,0,32
135162,20060502,73,0,31
135162,20060503,116,0,-14
135162,20060504,143,0,-21
135162,20060505,142,0,42
135162,20060506,140,0,46
135162,20060507,163,0,93
135162,20060508,149,0,53
135162,20060509,155,0,22
135162,20060510,144,0,34
135162,20060511,169,0,-28
135162,20060512,146,0,32
135162,20060513,129,0,-26
135162,20060514,109,0,31
135162,20060515,93,0,9
135162,20060516,80,0,34
135162,20060517,97,0,36
135162,20060518,102,0,91
135162,20060519,110,0,73
135162,20060520,123,0,46
135162,20060521,119,0,78
135162,20060522,119,0,79
135162,20060523,117,0,116
135162,20060524,101,0,99
135162,20060525,100,0,75
135162,20060526,108,0,48
135162,20060527,106,0,57
135162,20060528,100,0,84
135162,20060529,104,0,86
135162,20060530,125,0,88
